Data,Valor,Tipo,CentroCusto,Detalhe,Banco
2024-12-06,0.0,Entrada,Conta,Convenios,IPES
2024-12-06,0.0,Saída,Pix,,
2024-12-06,0.0,Entrada,Laboratorio,Débito,Mercado Pago
2024-12-06,0.0,Entrada,Laboratorio,Débito,Santander
2024-12-06,0.0,Saída,Pagamentos,Tarifa,Mercado Pago
2024-12-06,0.0,Entrada,Clinica,Débito,Mercado Pago
2024-12-06,640.0,Entrada,Clinica,Dinheiro,
2024-12-06,0.0,Saída,Pagamentos, ,C6
2024-12-06,0.0,Entrada,Clinica,Crédito,Mercado Pago
2024-12-06,210.0,Entrada,Clinica,Débito,Santander
2024-12-07,0.0,Entrada,Laboratorio,Débito,Santander
2024-12-07,0.0,Entrada,Clinica,Débito,Santander
2024-12-07,0.0,Saída,Pagamentos, ,Santander
2024-12-07,0.0,Entrada,Laboratorio,Crédito,Mercado Pago
2024-12-07,-11.84,Saída,Pagamentos,Tarifa,Mercado Pago
2024-12-07,1252.0,Saída,Comissões,Pix,
2024-12-07,401.0,Entrada,Laboratorio,Dinheiro,
2024-12-07,280.0,Entrada,Laboratorio,Pix,
2024-12-07,0.0,Saída,Pagamentos,Taxa Pix,Santander
2024-12-07,0.0,Saída,Pagamentos,Financiamento,BNB
2024-12-07,0.0,Saída,Pagamentos, ,Caixa
2024-12-07,35.0,Entrada,Clinica,Dinheiro,
2024-12-07,0.0,Entrada,Laboratorio,Crédito,Santander
2024-12-07,0.0,Saída,Pagamentos, ,C6
2024-12-07,400.0,Saída,Comissões,,
2024-12-07,0.0,Entrada,Conta,Convenios,IPES
2024-12-07,0.0,Entrada,Clinica,Débito,Mercado Pago
2024-12-07,132.89,Reforço,,,
2024-12-07,0.0,Entrada,Conta,Convenios,SUS
2024-12-07,119.58,Entrada,Laboratorio,Débito,Mercado Pago
2024-12-07,0.0,Saída,Pix,,
2024-12-07,1190.0,Entrada,Clinica,Crédito,Santander
2024-12-07,93.5,Entrada,Clinica,Pix,
2024-12-07,0.0,Entrada,Conta,Convenios,SESI
2024-12-07,0.0,Saída,Pagamentos,Tarifa,Santander
2024-12-07,0.0,Entrada,Clinica,Crédito,Mercado Pago
2024-12-07,100.0,Saída,Dinheiro,,
2024-12-09,0.0,Entrada,Clinica,Débito,Mercado Pago
2024-12-09,0.0,Saída,Pagamentos,Tarifa,Santander
2024-12-09,120.0,Entrada,Clinica,Dinheiro,
2024-12-09,0.0,Saída,Comissões,Pix,
2024-12-09,68.8,Reforço,,,
2024-12-09,0.0,Entrada,Clinica,Débito,Santander
2024-12-09,333.92,Saída,Pagamentos, ,Santander
2024-12-09,0.0,Entrada,Laboratorio,Crédito,Mercado Pago
2024-12-09,0.0,Entrada,Laboratorio,Débito,Mercado Pago
2024-12-09,0.0,Saída,Pix,,
2024-12-09,0.0,Entrada,Laboratorio,Débito,Santander
2024-12-09,3671.55,Entrada,Conta,Convenios,SESI
2024-12-09,0.0,Entrada,Conta,Convenios,SUS
2024-12-09,0.0,Entrada,Laboratorio,Pix,
2024-12-09,0.0,Saída,Comissões,,
2024-12-09,0.0,Entrada,Conta,Convenios,IPES
2024-12-09,0.0,Saída,Pagamentos,Financiamento,BNB
2024-12-09,0.0,Entrada,Clinica,Crédito,Mercado Pago
2024-12-09,0.0,Entrada,Clinica,Crédito,Santander
2024-12-09,0.0,Saída,Pagamentos, ,Caixa
2024-12-09,0.0,Entrada,Laboratorio,Crédito,Santander
2024-12-09,207.0,Saída,Dinheiro,,
2024-12-09,305.0,Entrada,Clinica,Pix,
2024-12-09,254.0,Entrada,Laboratorio,Dinheiro,
2024-12-09,0.0,Saída,Pagamentos, ,C6
2024-12-09,0.0,Saída,Pagamentos,Taxa Pix,Santander
2024-12-09,0.0,Saída,Pagamentos,Tarifa,Mercado Pago
2024-12-10,0.0,Entrada,Clinica,Crédito,Santander
2024-12-10,56.0,Saída,Comissões,Pix,
2024-12-10,0.0,Entrada,Laboratorio,Crédito,Santander
2024-12-10,770.0,Entrada,Clinica,Dinheiro,
2024-12-10,0.0,Entrada,Laboratorio,Débito,Mercado Pago
2024-12-10,0.0,Entrada,Conta,Convenios,IPES
2024-12-10,0.0,Entrada,Conta,Convenios,SESI
2024-12-10,235.8,Reforço,,,
2024-12-10,0.0,Saída,Pix,,
2024-12-10,1.95,Saída,Pagamentos,Tarifa,Mercado Pago
2024-12-10,0.0,Saída,Pagamentos, ,Caixa
2024-12-10,0.0,Entrada,Laboratorio,Débito,Santander
2024-12-10,0.0,Entrada,Conta,Convenios,SUS
2024-12-10,315.0,Entrada,Clinica,Pix,
2024-12-10,0.0,Saída,Pagamentos, ,C6
2024-12-10,39.2,Entrada,Laboratorio,Crédito,Mercado Pago
2024-12-10,0.0,Saída,Pagamentos,Financiamento,BNB
2024-12-10,0.0,Saída,Pagamentos,Taxa Pix,Santander
2024-12-10,217.0,Saída,Dinheiro,,
2024-12-10,28.0,Entrada,Laboratorio,Pix,
2024-12-10,450.0,Entrada,Laboratorio,Dinheiro,
2024-12-10,6096.870000000001,Saída,Pagamentos, ,Santander
2024-12-10,0.0,Entrada,Clinica,Débito,Santander
2024-12-10,0.0,Saída,Pagamentos,Tarifa,Santander
2024-12-10,0.0,Entrada,Clinica,Crédito,Mercado Pago
2024-12-10,1135.4,Saída,Comissões,,
2024-12-10,0.0,Entrada,Clinica,Débito,Mercado Pago
2024-12-11,0.0,Entrada,Laboratorio,Crédito,Santander
2024-12-11,0.0,Saída,Pix,,
2024-12-11,0.0,Entrada,Conta,Convenios,IPES
2024-12-11,0.0,Entrada,Laboratorio,Crédito,Mercado Pago
2024-12-11,0.0,Entrada,Clinica,Débito,Santander
2024-12-11,0.0,Saída,Pagamentos, ,C6
2024-12-11,0.0,Entrada,Conta,Convenios,SUS
2024-12-11,0.0,Saída,Pagamentos,Tarifa,Mercado Pago
2024-12-11,0.0,Entrada,Conta,Convenios,SESI
2024-12-11,474.62,Saída,Dinheiro,,
2024-12-11,0.0,Entrada,Clinica,Débito,Mercado Pago
2024-12-11,658.47,Saída,Comissões,,
2024-12-11,0.0,Saída,Pagamentos,Financiamento,BNB
2024-12-11,762.0,Entrada,Laboratorio,Pix,
2024-12-11,0.0,Saída,Pagamentos, ,Caixa
2024-12-11,0.0,Entrada,Laboratorio,Débito,Santander
2024-12-11,550.0,Entrada,Clinica,Pix,
2024-12-11,616.0,Entrada,Clinica,Crédito,Santander
2024-12-11,0.0,Entrada,Laboratorio,Débito,Mercado Pago
2024-12-11,52.5,Saída,Pagamentos,Tarifa,Santander
2024-12-11,0.0,Entrada,Clinica,Crédito,Mercado Pago
2024-12-11,1022.4,Saída,Comissões,Pix,
2024-12-11,414.0,Entrada,Laboratorio,Dinheiro,
2024-12-11,103.4,Reforço,,,
2024-12-11,871.47,Saída,Pagamentos, ,Santander
2024-12-11,750.0,Entrada,Clinica,Dinheiro,
2024-12-11,0.0,Saída,Pagamentos,Taxa Pix,Santander
2024-12-13,0.0,Entrada,Conta,Convenios,SUS
2024-12-13,0.0,Saída,Pagamentos,Taxa Pix,Santander
2024-12-13,960.0,Entrada,Clinica,Dinheiro,
2024-12-13,683.0,Entrada,Laboratorio,Dinheiro,
2024-12-13,0.0,Entrada,Laboratorio,Crédito,Mercado Pago
2024-12-13,0.0,Entrada,Clinica,Débito,Mercado Pago
2024-12-13,0.0,Saída,Pagamentos,Tarifa,Mercado Pago
2024-12-13,12.039999999999964,Saída,Pagamentos,Tarifa,Santander
2024-12-13,2451.3,Saída,Pagamentos, ,Santander
2024-12-13,0.0,Entrada,Clinica,Débito,Santander
2024-12-13,0.0,Saída,Pagamentos, ,Caixa
2024-12-13,0.0,Entrada,Laboratorio,Débito,Santander
2024-12-13,8.0,Entrada,Laboratorio,Pix,
2024-12-13,0.0,Saída,Dinheiro,,
2024-12-13,0.0,Saída,Comissões,Pix,
2024-12-13,265.0,Entrada,Clinica,Crédito,Santander
2024-12-13,0.0,Saída,Pagamentos, ,C6
2024-12-13,0.0,Entrada,Conta,Convenios,SESI
2024-12-13,1568.0,Saída,Comissões,,
2024-12-13,0.0,Entrada,Clinica,Crédito,Mercado Pago
2024-12-13,0.0,Entrada,Laboratorio,Crédito,Santander
2024-12-13,0.0,Entrada,Laboratorio,Débito,Mercado Pago
2024-12-13,460.0,Entrada,Clinica,Pix,
2024-12-13,0.0,Saída,Pix,,
2024-12-13,0.0,Entrada,Conta,Convenios,IPES
2024-12-13,0.0,Saída,Pagamentos,Financiamento,BNB
2024-12-13,134.31,Reforço,,,
2024-12-14,0.0,Saída,Pagamentos, ,C6
2024-12-14,0.0,Entrada,Clinica,Crédito,Mercado Pago
2024-12-14,0.0,Saída,Pagamentos,Taxa Pix,Santander
2024-12-14,0.0,Saída,Pix,,
2024-12-14,0.0,Entrada,Laboratorio,Débito,Mercado Pago
2024-12-14,0.0,Entrada,Clinica,Pix,
2024-12-14,0.0,Entrada,Conta,Convenios,SUS
2024-12-14,0.0,Saída,Pagamentos,Tarifa,Santander
2024-12-14,0.0,Entrada,Conta,Convenios,SESI
2024-12-14,0.0,Entrada,Clinica,Crédito,Santander
2024-12-14,0.0,Entrada,Laboratorio,Dinheiro,
2024-12-14,0.0,Saída,Pagamentos,Financiamento,BNB
2024-12-14,0.0,Saída,Comissões,,
2024-12-14,0.0,Entrada,Laboratorio,Débito,Santander
2024-12-14,209.31,Reforço,,,
2024-12-14,0.0,Entrada,Clinica,Dinheiro,
2024-12-14,18.7,Entrada,Laboratorio,Crédito,Santander
2024-12-14,0.0,Entrada,Clinica,Débito,Mercado Pago
2024-12-14,0.0,Entrada,Laboratorio,Crédito,Mercado Pago
2024-12-14,0.0,Entrada,Conta,Convenios,IPES
2024-12-14,180.0,Entrada,Laboratorio,Pix,
2024-12-14,150.0,Saída,Pagamentos, ,Santander
2024-12-14,0.0,Entrada,Clinica,Débito,Santander
2024-12-14,0.0,Saída,Pagamentos, ,Caixa
2024-12-14,0.0,Saída,Dinheiro,,
2024-12-14,0.0,Saída,Pagamentos,Tarifa,Mercado Pago
2024-12-14,771.53,Saída,Comissões,Pix,
2024-12-16,0.0,Entrada,Conta,Convenios,IPES
2024-12-16,252.7,Saída,Comissões,Pix,
2024-12-16,0.0,Saída,Dinheiro,,
2024-12-16,209.31,Reforço,,,
2024-12-16,0.0,Entrada,Clinica,Débito,Santander
2024-12-16,605.0,Saída,Comissões,,
2024-12-16,0.0,Saída,Pagamentos,Taxa Pix,Santander
2024-12-16,0.0,Entrada,Conta,Convenios,SUS
2024-12-16,70.97000000000003,Saída,Pagamentos,Tarifa,Santander
2024-12-16,10596.74,Saída,Pagamentos, ,Santander
2024-12-16,19.74,Saída,Pagamentos,Tarifa,Mercado Pago
2024-12-16,425.0,Entrada,Clinica,Dinheiro,
2024-12-16,824.42,Saída,Pix,,
2024-12-16,0.0,Entrada,Conta,Convenios,SESI
2024-12-16,0.0,Entrada,Laboratorio,Pix,
2024-12-16,0.0,Entrada,Laboratorio,Débito,Mercado Pago
2024-12-16,0.0,Entrada,Laboratorio,Crédito,Mercado Pago
2024-12-16,0.0,Entrada,Laboratorio,Débito,Santander
2024-12-16,0.0,Entrada,Laboratorio,Crédito,Santander
2024-12-16,1108.64,Saída,Pagamentos, ,C6
2024-12-16,12360.41,Saída,Pagamentos, ,Caixa
2024-12-16,204.0,Entrada,Laboratorio,Dinheiro,
2024-12-16,175.0,Entrada,Clinica,Crédito,Mercado Pago
2024-12-16,0.0,Saída,Pagamentos,Financiamento,BNB
2024-12-16,0.0,Entrada,Clinica,Débito,Mercado Pago
2024-12-16,1105.0,Entrada,Clinica,Crédito,Santander
2024-12-16,413.0,Entrada,Clinica,Pix,
2024-12-17,0.0,Saída,Comissões,Pix,
2024-12-17,0.0,Saída,Pagamentos,Tarifa,Santander
2024-12-17,63.71,Saída,Pagamentos,Tarifa,Mercado Pago
2024-12-17,0.0,Entrada,Laboratorio,Débito,Mercado Pago
2024-12-17,235.7,Entrada,Laboratorio,Crédito,Santander
2024-12-17,0.0,Entrada,Clinica,Débito,Mercado Pago
2024-12-17,690.0,Entrada,Clinica,Dinheiro,
2024-12-17,0.0,Entrada,Conta,Convenios,IPES
2024-12-17,0.0,Entrada,Laboratorio,Débito,Santander
2024-12-17,4725.88,Saída,Pagamentos, ,Santander
2024-12-17,0.0,Entrada,Clinica,Crédito,Santander
2024-12-17,1244.5,Saída,Comissões,,
2024-12-17,0.0,Saída,Dinheiro,,
2024-12-17,233.31,Reforço,,,
2024-12-17,0.0,Entrada,Clinica,Débito,Santander
2024-12-17,532.0,Entrada,Laboratorio,Dinheiro,
2024-12-17,0.0,Saída,Pagamentos,Financiamento,BNB
2024-12-17,5.65,Saída,Pagamentos,Taxa Pix,Santander
2024-12-17,0.0,Saída,Pix,,
2024-12-17,385.0,Entrada,Clinica,Crédito,Mercado Pago
2024-12-17,0.0,Saída,Pagamentos, ,Caixa
2024-12-17,580.0,Entrada,Clinica,Pix,
2024-12-17,0.0,Entrada,Conta,Convenios,SESI
2024-12-17,0.0,Entrada,Conta,Convenios,SUS
2024-12-17,0.0,Entrada,Laboratorio,Crédito,Mercado Pago
2024-12-17,100.0,Entrada,Laboratorio,Pix,
2024-12-17,0.0,Saída,Pagamentos, ,C6
2024-12-18,210.81,Reforço,,,
2024-12-18,0.0,Entrada,Clinica,Débito,Santander
2024-12-18,0.8,Saída,Pagamentos,Tarifa,Mercado Pago
2024-12-18,0.0,Saída,Comissões,Pix,
2024-12-18,0.0,Entrada,Conta,Convenios,SUS
2024-12-18,544.0,Saída,Comissões,,
2024-12-18,243.5,Entrada,Laboratorio,Crédito,Santander
2024-12-18,0.0,Saída,Pagamentos, ,Caixa
2024-12-18,0.0,Entrada,Clinica,Crédito,Santander
2024-12-18,0.0,Entrada,Clinica,Crédito,Mercado Pago
2024-12-18,0.0,Saída,Pagamentos, ,Santander
2024-12-18,0.0,Saída,Pagamentos,Tarifa,Santander
2024-12-18,0.0,Entrada,Laboratorio,Débito,Mercado Pago
2024-12-18,0.0,Saída,Dinheiro,,
2024-12-18,51.0,Entrada,Laboratorio,Dinheiro,
2024-12-18,0.0,Saída,Pagamentos,Financiamento,BNB
2024-12-18,0.0,Entrada,Conta,Convenios,IPES
2024-12-18,555.0,Entrada,Clinica,Dinheiro,
2024-12-18,0.0,Entrada,Clinica,Débito,Mercado Pago
2024-12-18,16.0,Entrada,Laboratorio,Crédito,Mercado Pago
2024-12-18,2.97,Saída,Pagamentos,Taxa Pix,Santander
2024-12-18,0.0,Entrada,Clinica,Pix,
2024-12-18,290.0,Entrada,Laboratorio,Pix,
2024-12-18,0.0,Entrada,Conta,Convenios,SESI
2024-12-18,0.0,Saída,Pagamentos, ,C6
2024-12-18,0.0,Entrada,Laboratorio,Débito,Santander
2024-12-18,0.0,Saída,Pix,,
2024-12-19,0.0,Saída,Pagamentos, ,Caixa
2024-12-19,760.0,Saída,Comissões,,
2024-12-19,16.0,Entrada,Laboratorio,Pix,
2024-12-19,195.0,Entrada,Clinica,Débito,Santander
2024-12-19,272.81,Reforço,,,
2024-12-19,66.32,Saída,Pagamentos,Tarifa,Santander
2024-12-19,140.0,Entrada,Clinica,Crédito,Santander
2024-12-19,0.0,Saída,Pagamentos, ,C6
2024-12-19,139.0,Entrada,Laboratorio,Dinheiro,
2024-12-19,56.16,Saída,Pagamentos, ,Santander
2024-12-19,0.0,Saída,Pix,,
2024-12-19,491.0,Entrada,Laboratorio,Crédito,Mercado Pago
2024-12-19,0.0,Entrada,Conta,Convenios,IPES
2024-12-19,113.22,Saída,Pagamentos,Tarifa,Mercado Pago
2024-12-19,0.0,Entrada,Conta,Convenios,SUS
2024-12-19,0.0,Saída,Pagamentos,Taxa Pix,Santander
2024-12-19,0.0,Entrada,Conta,Convenios,SESI
2024-12-19,0.0,Entrada,Laboratorio,Débito,Santander
2024-12-19,0.0,Saída,Pagamentos,Financiamento,BNB
2024-12-19,175.0,Entrada,Clinica,Crédito,Mercado Pago
2024-12-19,0.0,Entrada,Laboratorio,Débito,Mercado Pago
2024-12-19,662.0,Entrada,Clinica,Dinheiro,
2024-12-19,0.0,Entrada,Clinica,Débito,Mercado Pago
2024-12-19,0.0,Entrada,Laboratorio,Crédito,Santander
2024-12-19,513.0,Saída,Comissões,Pix,
2024-12-19,270.0,Entrada,Clinica,Pix,
2024-12-19,44.97,Saída,Dinheiro,,
2024-12-20,2.0,Entrada,Laboratorio,Dinheiro,
2024-12-20,0.0,Saída,Pagamentos, ,C6
2024-12-20,217.4,Entrada,Laboratorio,Crédito,Santander
2024-12-20,0.0,Entrada,Conta,Convenios,IPES
2024-12-20,0.0,Entrada,Clinica,Débito,Santander
2024-12-20,1658.0,Entrada,Clinica,Crédito,Santander
2024-12-20,1860.0,Entrada,Clinica,Dinheiro,
2024-12-20,0.0,Saída,Pix,,
2024-12-20,14444.26,Saída,Pagamentos, ,Santander
2024-12-20,268.84,Reforço,,,
2024-12-20,371.21,Saída,Comissões,Pix,
2024-12-20,298.99,Saída,Pagamentos,Tarifa,Santander
2024-12-20,0.0,Saída,Pagamentos, ,Caixa
2024-12-20,0.0,Saída,Pagamentos,Tarifa,Mercado Pago
2024-12-20,0.0,Entrada,Clinica,Débito,Mercado Pago
2024-12-20,0.0,Saída,Pagamentos,Financiamento,BNB
2024-12-20,0.0,Entrada,Conta,Convenios,SUS
2024-12-20,0.0,Entrada,Laboratorio,Débito,Mercado Pago
2024-12-20,0.0,Entrada,Laboratorio,Crédito,Mercado Pago
2024-12-20,0.0,Entrada,Laboratorio,Débito,Santander
2024-12-20,0.0,Entrada,Clinica,Crédito,Mercado Pago
2024-12-20,0.0,Saída,Pagamentos,Taxa Pix,Santander
2024-12-20,105.5,Saída,Dinheiro,,
2024-12-20,234.0,Entrada,Laboratorio,Pix,
2024-12-20,1665.0,Saída,Comissões,,
2024-12-20,934.0,Entrada,Clinica,Pix,
2024-12-20,0.0,Entrada,Conta,Convenios,SESI
2024-12-21,26.0,Entrada,Laboratorio,Dinheiro,
2024-12-21,1626.0,Saída,Comissões,Pix,
2024-12-21,0.0,Entrada,Laboratorio,Crédito,Mercado Pago
2024-12-21,0.0,Entrada,Laboratorio,Débito,Mercado Pago
2024-12-21,350.0,Saída,Pagamentos, ,Santander
2024-12-21,0.0,Entrada,Conta,Convenios,SESI
2024-12-21,0.0,Entrada,Conta,Convenios,IPES
2024-12-21,0.0,Saída,Pagamentos,Taxa Pix,Santander
2024-12-21,0.0,Entrada,Clinica,Débito,Mercado Pago
2024-12-21,0.0,Saída,Pix,,
2024-12-21,0.0,Entrada,Clinica,Crédito,Mercado Pago
2024-12-21,0.0,Saída,Pagamentos, ,C6
2024-12-21,0.0,Entrada,Clinica,Débito,Santander
2024-12-21,277.0,Entrada,Laboratorio,Pix,
2024-12-21,0.0,Saída,Pagamentos,Financiamento,BNB
2024-12-21,308.96000000000004,Saída,Dinheiro,,
2024-12-21,0.0,Saída,Pagamentos,Tarifa,Santander
2024-12-21,0.0,Entrada,Laboratorio,Débito,Santander
2024-12-21,0.0,Entrada,Clinica,Pix,
2024-12-21,0.0,Entrada,Clinica,Crédito,Santander
2024-12-21,0.0,Saída,Pagamentos, ,Caixa
2024-12-21,289.66,Saída,Pagamentos,Tarifa,Mercado Pago
2024-12-21,360.34,Reforço,,,
2024-12-21,0.0,Entrada,Clinica,Dinheiro,
2024-12-21,127.0,Entrada,Laboratorio,Crédito,Santander
2024-12-21,0.0,Saída,Comissões,,
2024-12-21,0.0,Entrada,Conta,Convenios,SUS
2024-12-23,3.04,Saída,Pagamentos,Taxa Pix,Santander
2024-12-23,0.0,Entrada,Clinica,Débito,Santander
2024-12-23,0.0,Entrada,Laboratorio,Crédito,Mercado Pago
2024-12-23,76.04,Saída,Pagamentos, ,C6
2024-12-23,0.0,Saída,Pagamentos, ,Caixa
2024-12-23,0.0,Saída,Comissões,,
2024-12-23,0.0,Entrada,Laboratorio,Débito,Mercado Pago
2024-12-23,0.0,Entrada,Laboratorio,Pix,
2024-12-23,0.0,Entrada,Clinica,Débito,Mercado Pago
2024-12-23,0.0,Saída,Dinheiro,,
2024-12-23,0.0,Entrada,Laboratorio,Débito,Santander
2024-12-23,0.0,Entrada,Clinica,Crédito,Mercado Pago
2024-12-23,0.0,Saída,Pagamentos,Financiamento,BNB
2024-12-23,0.0,Entrada,Laboratorio,Dinheiro,
2024-12-23,0.0,Entrada,Clinica,Crédito,Santander
2024-12-23,0.0,Entrada,Conta,Convenios,SUS
2024-12-23,64.38,Reforço,,,
2024-12-23,925.01,Saída,Pagamentos, ,Santander
2024-12-23,0.0,Saída,Pix,,
2024-12-23,63.0,Entrada,Clinica,Dinheiro,
2024-12-23,0.0,Entrada,Conta,Convenios,SESI
2024-12-23,0.0,Entrada,Conta,Convenios,IPES
2024-12-23,0.0,Saída,Pagamentos,Tarifa,Santander
2024-12-23,0.0,Saída,Pagamentos,Tarifa,Mercado Pago
2024-12-23,0.0,Entrada,Clinica,Pix,
2024-12-23,0.0,Saída,Comissões,Pix,
2024-12-23,0.0,Entrada,Laboratorio,Crédito,Santander
2024-12-26,649.0,Saída,Comissões,Pix,
2024-12-26,0.0,Saída,Pagamentos,Tarifa,Mercado Pago
2024-12-26,0.0,Saída,Pagamentos, ,Caixa
2024-12-26,0.0,Saída,Pagamentos,Financiamento,BNB
2024-12-26,0.0,Saída,Pagamentos, ,C6
2024-12-26,370.0,Entrada,Clinica,Pix,
2024-12-26,78.0,Entrada,Laboratorio,Dinheiro,
2024-12-26,0.0,Entrada,Laboratorio,Débito,Mercado Pago
2024-12-26,104.09,Entrada,Laboratorio,Crédito,Santander
2024-12-26,0.0,Entrada,Conta,Convenios,SESI
2024-12-26,0.0,Saída,Pix,,
2024-12-26,0.0,Entrada,Laboratorio,Débito,Santander
2024-12-26,0.0,Entrada,Clinica,Crédito,Mercado Pago
2024-12-26,0.0,Entrada,Laboratorio,Crédito,Mercado Pago
2024-12-26,1250.0,Entrada,Clinica,Crédito,Santander
2024-12-26,34677.67,Entrada,Conta,Convenios,IPES
2024-12-26,0.0,Entrada,Clinica,Débito,Santander
2024-12-26,0.0,Saída,Dinheiro,,
2024-12-26,500.0,Saída,Comissões,,
2024-12-26,29664.91,Entrada,Conta,Convenios,SUS
2024-12-26,0.0,Entrada,Clinica,Débito,Mercado Pago
2024-12-26,336.3,Saída,Pagamentos, ,Santander
2024-12-26,127.38,Reforço,,,
2024-12-26,0.0,Saída,Pagamentos,Taxa Pix,Santander
2024-12-26,46.0,Entrada,Laboratorio,Pix,
2024-12-26,370.0,Entrada,Clinica,Dinheiro,
2024-12-26,116.03999999999996,Saída,Pagamentos,Tarifa,Santander
2024-12-27,0.0,Entrada,Laboratorio,Crédito,Santander
2024-12-27,0.0,Entrada,Clinica,Crédito,Mercado Pago
2024-12-27,0.0,Entrada,Clinica,Débito,Mercado Pago
2024-12-27,23.0,Entrada,Laboratorio,Dinheiro,
2024-12-27,0.0,Entrada,Clinica,Crédito,Santander
2024-12-27,0.0,Entrada,Laboratorio,Débito,Mercado Pago
2024-12-27,0.0,Saída,Pix,,
2024-12-27,0.0,Entrada,Clinica,Débito,Santander
2024-12-27,0.0,Saída,Pagamentos,Taxa Pix,Santander
2024-12-27,0.0,Entrada,Conta,Convenios,SUS
2024-12-27,0.0,Entrada,Conta,Convenios,SESI
2024-12-27,0.0,Entrada,Laboratorio,Pix,
2024-12-27,152.0,Saída,Comissões,Pix,
2024-12-27,0.0,Entrada,Conta,Convenios,IPES
2024-12-27,0.0,Saída,Pagamentos,Financiamento,BNB
2024-12-27,0.0,Saída,Dinheiro,,
2024-12-27,240.0,Entrada,Clinica,Pix,
2024-12-27,1066.0,Saída,Pagamentos, ,Santander
2024-12-27,120.0,Entrada,Clinica,Dinheiro,
2024-12-27,0.0,Saída,Pagamentos, ,Caixa
2024-12-27,0.0,Entrada,Laboratorio,Débito,Santander
2024-12-27,0.0,Entrada,Laboratorio,Crédito,Mercado Pago
2024-12-27,0.0,Saída,Pagamentos, ,C6
2024-12-27,0.0,Saída,Pagamentos,Tarifa,Santander
2024-12-27,0.0,Saída,Pagamentos,Tarifa,Mercado Pago
2024-12-27,75.35,Reforço,,,
2024-12-27,100.0,Saída,Comissões,,
2024-12-28,0.0,Entrada,Laboratorio,Crédito,Santander
2024-12-28,0.0,Entrada,Clinica,Crédito,Mercado Pago
2024-12-28,0.0,Entrada,Clinica,Crédito,Santander
2024-12-28,0.0,Entrada,Laboratorio,Débito,Santander
2024-12-28,0.0,Saída,Pagamentos, ,Santander
2024-12-28,0.0,Saída,Pagamentos,Tarifa,Mercado Pago
2024-12-28,0.0,Saída,Pagamentos,Taxa Pix,Santander
2024-12-28,0.0,Entrada,Laboratorio,Débito,Mercado Pago
2024-12-28,57.0,Entrada,Laboratorio,Pix,
2024-12-28,300.0,Entrada,Clinica,Pix,
2024-12-28,0.0,Saída,Pagamentos,Tarifa,Santander
2024-12-28,0.0,Saída,Pagamentos, ,Caixa
2024-12-28,0.0,Entrada,Laboratorio,Crédito,Mercado Pago
2024-12-28,118.35,Reforço,,,
2024-12-28,0.0,Saída,Comissões,,
2024-12-28,0.0,Entrada,Conta,Convenios,IPES
2024-12-28,0.0,Saída,Comissões,Pix,
2024-12-28,0.0,Saída,Pagamentos, ,C6
2024-12-28,0.0,Saída,Pix,,
2024-12-28,0.0,Entrada,Clinica,Débito,Mercado Pago
2024-12-28,0.0,Saída,Dinheiro,,
2024-12-28,0.0,Entrada,Conta,Convenios,SESI
2024-12-28,0.0,Saída,Pagamentos,Financiamento,BNB
2024-12-28,16.0,Entrada,Laboratorio,Dinheiro,
2024-12-28,150.0,Entrada,Clinica,Dinheiro,
2024-12-28,0.0,Entrada,Clinica,Débito,Santander
2024-12-28,0.0,Entrada,Conta,Convenios,SUS
2024-12-30,0.0,Entrada,Clinica,Crédito,Mercado Pago
2024-12-30,0.0,Saída,Pagamentos,Tarifa,Mercado Pago
2024-12-30,400.0,Entrada,Clinica,Dinheiro,
2024-12-30,0.0,Entrada,Clinica,Débito,Mercado Pago
2024-12-30,0.0,Saída,Pagamentos,Financiamento,BNB
2024-12-30,284.35,Reforço,,,
2024-12-30,0.0,Entrada,Clinica,Crédito,Santander
2024-12-30,0.0,Entrada,Clinica,Débito,Santander
2024-12-30,4.47,Saída,Pagamentos,Taxa Pix,Santander
2024-12-30,0.0,Saída,Pagamentos, ,Caixa
2024-12-30,0.0,Entrada,Conta,Convenios,SUS
2024-12-30,0.0,Entrada,Conta,Convenios,SESI
2024-12-30,0.0,Entrada,Laboratorio,Crédito,Santander
2024-12-30,336.0,Entrada,Clinica,Pix,
2024-12-30,796.0,Saída,Comissões,Pix,
2024-12-30,400.0,Saída,Comissões,,
2024-12-30,0.0,Entrada,Laboratorio,Crédito,Mercado Pago
2024-12-30,0.0,Saída,Pagamentos, ,C6
2024-12-30,0.0,Entrada,Conta,Convenios,IPES
2024-12-30,0.0,Saída,Pagamentos,Tarifa,Santander
2024-12-30,0.0,Saída,Dinheiro,,
2024-12-30,0.0,Entrada,Laboratorio,Débito,Mercado Pago
2024-12-30,2061.28,Saída,Pagamentos, ,Santander
2024-12-30,0.0,Entrada,Laboratorio,Débito,Santander
2024-12-30,16.0,Entrada,Laboratorio,Dinheiro,
2024-12-30,66.0,Entrada,Laboratorio,Pix,
2024-12-30,0.0,Saída,Pix,,
2024-12-31,300.35,Reforço,,,
2024-12-31,0.0,Saída,Pagamentos, ,Santander
2024-12-31,0.0,Saída,Pagamentos, ,Caixa
2024-12-31,0.0,Saída,Pagamentos,Tarifa,Mercado Pago
2024-12-31,0.0,Saída,Pagamentos,Tarifa,Santander
2024-12-31,0.0,Saída,Comissões,,
